order_id,customer_id,store_id,order_status,payment_method,order_timestamp,updated_at
ORD-00035,CUST-0150,STR-002,DELIVERED,PayPal,2024-01-11 13:00:00,2024-01-11 13:00:00
ORD-00036,CUST-0084,STR-003,DELIVERED,UPI,2024-01-08 08:00:00,2024-01-08 08:00:00
ORD-00037,CUST-0051,STR-007,COMPLETED,Cash,2024-01-26 07:00:00,2024-01-26 07:00:00
ORD-00038,CUST-0085,STR-002,COMPLETED,Debit Card,2024-01-05 00:00:00,2024-01-05 00:00:00
ORD-00039,CUST-0159,STR-010,PROCESSING,PayPal,2024-01-18 06:00:00,2024-01-18 06:00:00
ORD-00040,CUST-0140,STR-001,PROCESSING,PayPal,2024-01-27 08:00:00,2024-01-27 08:00:00
ORD-00041,CUST-0121,STR-009,DELIVERED,Debit Card,2024-01-25 04:00:00,2024-01-25 04:00:00
ORD-00042,CUST-0189,STR-001,CANCELLED,UPI,2024-01-17 04:00:00,2024-01-17 04:00:00
ORD-00043,CUST-0008,STR-006,DELIVERED,Cash,2024-02-08 04:00:00,2024-02-08 04:00:00
ORD-00044,CUST-0006,STR-009,PROCESSING,Cash,2024-02-01 10:00:00,2024-02-01 10:00:00
ORD-00045,CUST-0038,STR-010,RETURNED,UPI,2024-01-11 13:00:00,2024-01-11 13:00:00
ORD-00046,CUST-0083,STR-003,CANCELLED,PayPal,2024-01-13 09:00:00,2024-01-13 09:00:00
ORD-00047,CUST-0097,STR-005,DELIVERED,Credit Card,2024-01-20 14:00:00,2024-01-20 14:00:00
ORD-00048,CUST-0023,STR-006,PROCESSING,Debit Card,2024-01-30 10:00:00,2024-01-30 10:00:00
ORD-00049,CUST-0013,STR-007,CANCELLED,Debit Card,2024-01-31 09:00:00,2024-01-31 09:00:00
ORD-00050,CUST-0019,STR-001,PROCESSING,UPI,2024-01-20 10:00:00,2024-01-20 10:00:00
ORD-00051,CUST-0097,STR-003,COMPLETED,UPI,2024-01-07 03:00:00,2024-01-07 03:00:00
ORD-00052,CUST-0105,STR-009,PROCESSING,UPI,2024-02-05 18:00:00,2024-02-05 18:00:00
ORD-00053,CUST-0093,STR-001,PROCESSING,Cash,2024-01-29 12:00:00,2024-01-29 12:00:00
ORD-00054,CUST-0170,STR-005,RETURNED,PayPal,2024-01-08 06:00:00,2024-01-08 06:00:00
ORD-00055,CUST-0145,STR-001,COMPLETED,Credit Card,2024-01-12 08:00:00,2024-01-12 08:00:00
ORD-00056,CUST-0108,STR-009,DELIVERED,PayPal,2024-02-02 04:00:00,2024-02-02 04:00:00
ORD-00057,CUST-0115,STR-003,DELIVERED,Debit Card,2024-01-12 16:00:00,2024-01-12 16:00:00
ORD-00058,CUST-0161,STR-003,PROCESSING,Credit Card,2024-02-09 18:00:00,2024-02-09 18:00:00
ORD-00059,CUST-0084,STR-005,COMPLETED,Cash,2024-02-05 00:00:00,2024-02-05 00:00:00
ORD-00060,CUST-0089,STR-007,CANCELLED,Cash,2024-01-18 22:00:00,2024-01-18 22:00:00
ORD-00061,CUST-0013,STR-008,COMPLETED,UPI,2024-01-19 21:00:00,2024-01-19 21:00:00
ORD-00062,CUST-0191,STR-008,CANCELLED,Cash,2024-01-22 18:00:00,2024-01-22 18:00:00
ORD-00063,CUST-0105,STR-008,COMPLETED,Cash,2024-02-04 21:00:00,2024-02-04 21:00:00
ORD-00064,CUST-0135,STR-010,DELIVERED,Debit Card,2024-01-03 15:00:00,2024-01-03 15:00:00
ORD-00065,CUST-0181,STR-004,CANCELLED,Cash,2024-01-19 21:00:00,2024-01-19 21:00:00
ORD-00066,CUST-0089,STR-003,COMPLETED,UPI,2024-01-19 09:00:00,2024-01-19 09:00:00
ORD-00067,CUST-0147,STR-004,DELIVERED,Debit Card,2024-01-17 06:00:00,2024-01-17 06:00:00
ORD-00068,CUST-0156,STR-005,CANCELLED,UPI,2024-01-19 23:00:00,2024-01-19 23:00:00
ORD-00069,CUST-0153,STR-010,COMPLETED,PayPal,2024-01-20 19:00:00,2024-01-20 19:00:00
ORD-00070,CUST-0071,STR-005,DELIVERED,Cash,2024-01-21 16:00:00,2024-01-21 16:00:00
ORD-00071,CUST-0185,STR-001,PROCESSING,PayPal,2024-02-02 19:00:00,2024-02-02 19:00:00
ORD-00072,CUST-0172,STR-006,DELIVERED,Cash,2024-02-03 19:00:00,2024-02-03 19:00:00
ORD-00073,CUST-0175,STR-006,PROCESSING,Debit Card,2024-01-07 17:00:00,2024-01-07 17:00:00
ORD-00074,CUST-0163,STR-010,COMPLETED,PayPal,2024-02-09 05:00:00,2024-02-09 05:00:00
ORD-00075,CUST-0014,STR-003,PROCESSING,PayPal,2024-01-10 16:00:00,2024-01-10 16:00:00
ORD-00076,CUST-0054,STR-003,CANCELLED,Credit Card,2024-02-07 15:00:00,2024-02-07 15:00:00
ORD-00077,CUST-0099,STR-001,DELIVERED,UPI,2024-01-05 03:00:00,2024-01-05 03:00:00
ORD-00078,CUST-0005,STR-001,PROCESSING,UPI,2024-01-17 17:00:00,2024-01-17 17:00:00
ORD-00079,CUST-0012,STR-005,RETURNED,Cash,2024-01-21 00:00:00,2024-01-21 00:00:00
ORD-00080,CUST-0188,STR-001,DELIVERED,Credit Card,2024-02-09 02:00:00,2024-02-09 02:00:00
ORD-00081,CUST-0114,STR-007,PROCESSING,PayPal,2024-01-10 03:00:00,2024-01-10 03:00:00
ORD-00082,CUST-0070,STR-010,DELIVERED,PayPal,2024-02-10 08:00:00,2024-02-10 08:00:00
ORD-00083,CUST-0028,STR-008,DELIVERED,UPI,2024-01-15 05:00:00,2024-01-15 05:00:00
ORD-00084,CUST-0147,STR-008,RETURNED,Credit Card,2024-01-11 12:00:00,2024-01-11 12:00:00
ORD-00085,CUST-0068,STR-008,DELIVERED,Credit Card,2024-01-05 13:00:00,2024-01-05 13:00:00
ORD-00086,CUST-0160,STR-005,PROCESSING,Debit Card,2024-01-07 21:00:00,2024-01-07 21:00:00
ORD-00087,CUST-0070,STR-007,DELIVERED,Credit Card,2024-02-01 23:00:00,2024-02-01 23:00:00
ORD-00088,CUST-0146,STR-008,CANCELLED,UPI,2024-01-14 05:00:00,2024-01-14 05:00:00
ORD-00089,CUST-0125,STR-002,COMPLETED,Credit Card,2024-01-29 00:00:00,2024-01-29 00:00:00
ORD-00090,CUST-0172,STR-006,RETURNED,Credit Card,2024-02-05 02:00:00,2024-02-05 02:00:00
ORD-00091,CUST-0062,STR-006,RETURNED,Debit Card,2024-01-19 11:00:00,2024-01-19 11:00:00
ORD-00092,CUST-0131,STR-009,CANCELLED,UPI,2024-01-16 06:00:00,2024-01-16 06:00:00
ORD-00093,CUST-0184,STR-006,COMPLETED,Debit Card,2024-01-30 13:00:00,2024-01-30 13:00:00
ORD-00094,CUST-0075,STR-009,COMPLETED,Credit Card,2024-02-04 21:00:00,2024-02-04 21:00:00
ORD-00095,CUST-0157,STR-004,CANCELLED,Debit Card,2024-01-14 13:00:00,2024-01-14 13:00:00
ORD-00096,CUST-0151,STR-009,COMPLETED,Cash,2024-01-11 01:00:00,2024-01-11 01:00:00
ORD-00097,CUST-0124,STR-009,RETURNED,Debit Card,2024-01-14 08:00:00,2024-01-14 08:00:00
ORD-00098,CUST-0071,STR-007,CANCELLED,Debit Card,2024-01-23 19:00:00,2024-01-23 19:00:00
ORD-00099,CUST-0180,STR-009,RETURNED,Debit Card,2024-01-23 08:00:00,2024-01-23 08:00:00
ORD-00100,CUST-0195,STR-006,RETURNED,Cash,2024-02-07 01:00:00,2024-02-07 01:00:00
ORD-00101,CUST-0053,STR-009,CANCELLED,Credit Card,2024-01-04 21:00:00,2024-01-04 21:00:00
ORD-00102,CUST-0013,STR-007,PROCESSING,Cash,2024-01-26 23:00:00,2024-01-26 23:00:00
ORD-00103,CUST-0200,STR-008,PROCESSING,Cash,2024-01-17 06:00:00,2024-01-17 06:00:00
ORD-00104,CUST-0045,STR-009,COMPLETED,PayPal,2024-01-09 22:00:00,2024-01-09 22:00:00
ORD-00105,CUST-0083,STR-010,RETURNED,UPI,2024-01-06 06:00:00,2024-01-06 06:00:00
ORD-00106,CUST-0085,STR-006,RETURNED,Cash,2024-01-20 16:00:00,2024-01-20 16:00:00
ORD-00107,CUST-0132,STR-009,COMPLETED,UPI,2024-01-31 01:00:00,2024-01-31 01:00:00
ORD-00108,CUST-0198,STR-009,COMPLETED,Debit Card,2024-02-05 10:00:00,2024-02-05 10:00:00
ORD-00109,CUST-0190,STR-007,DELIVERED,Credit Card,2024-01-07 09:00:00,2024-01-07 09:00:00
ORD-00110,CUST-0137,STR-001,RETURNED,Credit Card,2024-02-10 12:00:00,2024-02-10 12:00:00
ORD-00111,CUST-0073,STR-008,COMPLETED,PayPal,2024-01-26 22:00:00,2024-01-26 22:00:00
ORD-00112,CUST-0163,STR-003,PROCESSING,Credit Card,2024-01-22 07:00:00,2024-01-22 07:00:00
ORD-00113,CUST-0022,STR-005,PROCESSING,Debit Card,2024-01-16 09:00:00,2024-01-16 09:00:00
ORD-00114,CUST-0193,STR-009,RETURNED,Credit Card,2024-02-01 06:00:00,2024-02-01 06:00:00
ORD-00115,CUST-0125,STR-008,PROCESSING,Cash,2024-01-24 05:00:00,2024-01-24 05:00:00
ORD-00116,CUST-0081,STR-004,CANCELLED,UPI,2024-01-17 08:00:00,2024-01-17 08:00:00
ORD-00117,CUST-0045,STR-010,DELIVERED,Cash,2024-01-07 18:00:00,2024-01-07 18:00:00
ORD-00118,CUST-0149,STR-007,COMPLETED,Cash,2024-02-08 16:00:00,2024-02-08 16:00:00
ORD-00119,CUST-0075,STR-003,RETURNED,Credit Card,2024-02-01 02:00:00,2024-02-01 02:00:00
ORD-00120,CUST-0017,STR-005,COMPLETED,Debit Card,2024-01-25 17:00:00,2024-01-25 17:00:00
ORD-00121,CUST-0134,STR-005,RETURNED,Cash,2024-01-19 04:00:00,2024-01-19 04:00:00
ORD-00122,CUST-0125,STR-008,RETURNED,Debit Card,2024-02-09 10:00:00,2024-02-09 10:00:00
ORD-00123,CUST-0166,STR-007,COMPLETED,Debit Card,2024-01-03 17:00:00,2024-01-03 17:00:00
ORD-00124,CUST-0067,STR-003,RETURNED,Cash,2024-02-04 22:00:00,2024-02-04 22:00:00
ORD-00125,CUST-0156,STR-008,DELIVERED,PayPal,2024-02-01 15:00:00,2024-02-01 15:00:00
ORD-00126,CUST-0088,STR-008,COMPLETED,Debit Card,2024-02-10 04:00:00,2024-02-10 04:00:00
ORD-00127,CUST-0158,STR-010,RETURNED,Credit Card,2024-01-05 03:00:00,2024-01-05 03:00:00
ORD-00128,CUST-0199,STR-007,PROCESSING,Credit Card,2024-02-04 23:00:00,2024-02-04 23:00:00
ORD-00129,CUST-0060,STR-002,RETURNED,PayPal,2024-01-21 05:00:00,2024-01-21 05:00:00
ORD-00130,CUST-0067,STR-009,PROCESSING,Cash,2024-01-30 04:00:00,2024-01-30 04:00:00
ORD-00131,CUST-0143,STR-008,RETURNED,UPI,2024-01-18 19:00:00,2024-01-18 19:00:00
ORD-00132,CUST-0038,STR-008,COMPLETED,Credit Card,2024-02-09 23:00:00,2024-02-09 23:00:00
ORD-00133,CUST-0074,STR-010,CANCELLED,PayPal,2024-01-05 15:00:00,2024-01-05 15:00:00
ORD-00134,CUST-0009,STR-010,DELIVERED,Cash,2024-02-04 02:00:00,2024-02-04 02:00:00
ORD-00135,CUST-0091,STR-007,DELIVERED,Cash,2024-01-28 04:00:00,2024-01-28 04:00:00
ORD-00136,CUST-0186,STR-009,PROCESSING,UPI,2024-02-08 21:00:00,2024-02-08 21:00:00
ORD-00137,CUST-0045,STR-007,RETURNED,Credit Card,2024-02-03 13:00:00,2024-02-03 13:00:00
ORD-00138,CUST-0151,STR-001,PROCESSING,Credit Card,2024-02-01 13:00:00,2024-02-01 13:00:00
ORD-00139,CUST-0024,STR-007,RETURNED,Debit Card,2024-01-23 12:00:00,2024-01-23 12:00:00
ORD-00140,CUST-0200,STR-002,CANCELLED,Cash,2024-01-09 12:00:00,2024-01-09 12:00:00
ORD-00141,CUST-0124,STR-006,CANCELLED,Cash,2024-02-10 20:00:00,2024-02-10 20:00:00
ORD-00142,CUST-0135,STR-007,COMPLETED,Cash,2024-02-02 03:00:00,2024-02-02 03:00:00
ORD-00143,CUST-0054,STR-007,PROCESSING,UPI,2024-02-08 13:00:00,2024-02-08 13:00:00
ORD-00144,CUST-0109,STR-004,PROCESSING,UPI,2024-01-29 08:00:00,2024-01-29 08:00:00
ORD-00145,CUST-0098,STR-004,DELIVERED,PayPal,2024-01-12 09:00:00,2024-01-12 09:00:00
ORD-00146,CUST-0162,STR-009,PROCESSING,PayPal,2024-02-06 09:00:00,2024-02-06 09:00:00
ORD-00147,CUST-0066,STR-008,PROCESSING,UPI,2024-01-09 00:00:00,2024-01-09 00:00:00
ORD-00148,CUST-0174,STR-010,RETURNED,Cash,2024-01-15 04:00:00,2024-01-15 04:00:00
ORD-00149,CUST-0119,STR-003,PROCESSING,PayPal,2024-01-13 06:00:00,2024-01-13 06:00:00
ORD-00150,CUST-0114,STR-006,CANCELLED,PayPal,2024-02-09 02:00:00,2024-02-09 02:00:00
ORD-00151,CUST-0180,STR-002,CANCELLED,Credit Card,2024-01-15 15:00:00,2024-01-15 15:00:00
ORD-00152,CUST-0007,STR-007,COMPLETED,UPI,2024-02-04 12:00:00,2024-02-04 12:00:00
ORD-00153,CUST-0033,STR-003,COMPLETED,Credit Card,2024-02-04 15:00:00,2024-02-04 15:00:00
ORD-00154,CUST-0179,STR-009,RETURNED,PayPal,2024-01-14 04:00:00,2024-01-14 04:00:00
ORD-00155,CUST-0074,STR-008,CANCELLED,PayPal,2024-02-05 10:00:00,2024-02-05 10:00:00
ORD-00156,CUST-0144,STR-007,DELIVERED,PayPal,2024-01-27 17:00:00,2024-01-27 17:00:00
ORD-00157,CUST-0164,STR-008,PROCESSING,Cash,2024-02-11 00:00:00,2024-02-11 00:00:00
ORD-00158,CUST-0060,STR-002,CANCELLED,Debit Card,2024-01-11 10:00:00,2024-01-11 10:00:00
ORD-00159,CUST-0193,STR-003,CANCELLED,Credit Card,2024-01-05 18:00:00,2024-01-05 18:00:00
ORD-00160,CUST-0009,STR-004,COMPLETED,Cash,2024-02-01 09:00:00,2024-02-01 09:00:00
ORD-00161,CUST-0187,STR-001,COMPLETED,UPI,2024-02-07 02:00:00,2024-02-07 02:00:00
ORD-00162,CUST-0071,STR-010,DELIVERED,Credit Card,2024-01-09 22:00:00,2024-01-09 22:00:00
ORD-00163,CUST-0198,STR-002,CANCELLED,Credit Card,2024-01-17 15:00:00,2024-01-17 15:00:00
ORD-00164,CUST-0060,STR-006,PROCESSING,PayPal,2024-02-07 06:00:00,2024-02-07 06:00:00
ORD-00165,CUST-0125,STR-008,RETURNED,PayPal,2024-02-06 19:00:00,2024-02-06 19:00:00
ORD-00166,CUST-0018,STR-009,PROCESSING,UPI,2024-01-12 00:00:00,2024-01-12 00:00:00
ORD-00167,CUST-0094,STR-010,COMPLETED,Cash,2024-01-17 20:00:00,2024-01-17 20:00:00
ORD-00168,CUST-0169,STR-002,DELIVERED,Credit Card,2024-01-04 14:00:00,2024-01-04 14:00:00
ORD-00169,CUST-0094,STR-004,COMPLETED,Credit Card,2024-02-10 08:00:00,2024-02-10 08:00:00
ORD-00170,CUST-0164,STR-001,CANCELLED,UPI,2024-01-26 03:00:00,2024-01-26 03:00:00
ORD-00171,CUST-0011,STR-002,DELIVERED,Cash,2024-01-21 12:00:00,2024-01-21 12:00:00
ORD-00172,CUST-0135,STR-004,DELIVERED,Cash,2024-02-08 06:00:00,2024-02-08 06:00:00
ORD-00173,CUST-0154,STR-008,RETURNED,UPI,2024-01-24 20:00:00,2024-01-24 20:00:00
ORD-00174,CUST-0186,STR-001,COMPLETED,Cash,2024-01-21 05:00:00,2024-01-21 05:00:00
ORD-00175,CUST-0006,STR-005,RETURNED,Cash,2024-02-07 02:00:00,2024-02-07 02:00:00
ORD-00176,CUST-0066,STR-005,CANCELLED,Cash,2024-01-08 04:00:00,2024-01-08 04:00:00
ORD-00177,CUST-0177,STR-010,PROCESSING,Credit Card,2024-01-09 05:00:00,2024-01-09 05:00:00
ORD-00178,CUST-0155,STR-001,PROCESSING,Cash,2024-01-26 11:00:00,2024-01-26 11:00:00
ORD-00179,CUST-0084,STR-009,COMPLETED,PayPal,2024-01-16 14:00:00,2024-01-16 14:00:00
ORD-00180,CUST-0191,STR-001,PROCESSING,Credit Card,2024-02-06 22:00:00,2024-02-06 22:00:00
ORD-00181,CUST-0189,STR-009,COMPLETED,UPI,2024-01-17 17:00:00,2024-01-17 17:00:00
ORD-00182,CUST-0044,STR-006,RETURNED,Debit Card,2024-02-11 00:00:00,2024-02-11 00:00:00
ORD-00183,CUST-0085,STR-004,DELIVERED,Cash,2024-02-05 16:00:00,2024-02-05 16:00:00
ORD-00184,CUST-0014,STR-008,CANCELLED,UPI,2024-01-02 12:00:00,2024-01-02 12:00:00
ORD-00185,CUST-0026,STR-006,RETURNED,Credit Card,2024-02-03 05:00:00,2024-02-03 05:00:00
ORD-00186,CUST-0126,STR-007,PROCESSING,UPI,2024-01-12 10:00:00,2024-01-12 10:00:00
ORD-00187,CUST-0008,STR-009,DELIVERED,UPI,2024-01-19 17:00:00,2024-01-19 17:00:00
ORD-00188,CUST-0053,STR-003,DELIVERED,Debit Card,2024-02-09 03:00:00,2024-02-09 03:00:00
ORD-00189,CUST-0185,STR-002,DELIVERED,Credit Card,2024-01-13 20:00:00,2024-01-13 20:00:00
ORD-00190,CUST-0158,STR-005,RETURNED,Debit Card,2024-02-10 04:00:00,2024-02-10 04:00:00
ORD-00191,CUST-0100,STR-008,DELIVERED,Debit Card,2024-02-01 14:00:00,2024-02-01 14:00:00
ORD-00192,CUST-0177,STR-006,CANCELLED,PayPal,2024-01-31 17:00:00,2024-01-31 17:00:00
ORD-00193,CUST-0101,STR-010,RETURNED,Cash,2024-02-08 05:00:00,2024-02-08 05:00:00
ORD-00194,CUST-0133,STR-009,COMPLETED,Cash,2024-01-28 09:00:00,2024-01-28 09:00:00
ORD-00195,CUST-0014,STR-009,CANCELLED,Credit Card,2024-01-12 00:00:00,2024-01-12 00:00:00
ORD-00196,CUST-0179,STR-009,CANCELLED,UPI,2024-01-10 22:00:00,2024-01-10 22:00:00
ORD-00197,CUST-0032,STR-002,CANCELLED,UPI,2024-01-10 08:00:00,2024-01-10 08:00:00
ORD-00198,CUST-0131,STR-010,RETURNED,PayPal,2024-01-12 22:00:00,2024-01-12 22:00:00
ORD-00199,CUST-0042,STR-003,COMPLETED,PayPal,2024-01-14 08:00:00,2024-01-14 08:00:00
ORD-00200,CUST-0065,STR-001,CANCELLED,Cash,2024-02-01 01:00:00,2024-02-01 01:00:00
ORD-00201,CUST-0151,STR-008,CANCELLED,Credit Card,2024-01-31 23:00:00,2024-01-31 23:00:00
ORD-00202,CUST-0161,STR-009,DELIVERED,Debit Card,2024-01-15 11:00:00,2024-01-15 11:00:00
ORD-00203,CUST-0171,STR-010,PROCESSING,Credit Card,2024-02-09 19:00:00,2024-02-09 19:00:00
ORD-00204,CUST-0042,STR-005,RETURNED,Cash,2024-02-11 07:00:00,2024-02-11 07:00:00
ORD-00205,CUST-0195,STR-007,PROCESSING,PayPal,2024-02-06 12:00:00,2024-02-06 12:00:00
ORD-00206,CUST-0054,STR-010,RETURNED,Cash,2024-01-05 13:00:00,2024-01-05 13:00:00
ORD-00207,CUST-0156,STR-006,RETURNED,Cash,2024-01-19 02:00:00,2024-01-19 02:00:00
ORD-00208,CUST-0189,STR-004,CANCELLED,Credit Card,2024-02-10 23:00:00,2024-02-10 23:00:00
ORD-00209,CUST-0018,STR-005,RETURNED,UPI,2024-01-22 02:00:00,2024-01-22 02:00:00
ORD-00210,CUST-0045,STR-004,CANCELLED,PayPal,2024-01-23 20:00:00,2024-01-23 20:00:00
ORD-00211,CUST-0161,STR-008,CANCELLED,PayPal,2024-02-05 20:00:00,2024-02-05 20:00:00
ORD-00212,CUST-0186,STR-006,COMPLETED,Debit Card,2024-02-07 03:00:00,2024-02-07 03:00:00
ORD-00213,CUST-0043,STR-010,DELIVERED,Cash,2024-02-09 22:00:00,2024-02-09 22:00:00
ORD-00214,CUST-0009,STR-005,CANCELLED,Debit Card,2024-01-28 12:00:00,2024-01-28 12:00:00
ORD-00215,CUST-0024,STR-008,CANCELLED,Cash,2024-02-03 10:00:00,2024-02-03 10:00:00
ORD-00216,CUST-0084,STR-003,DELIVERED,Debit Card,2024-01-09 02:00:00,2024-01-09 02:00:00
ORD-00217,CUST-0002,STR-005,RETURNED,Credit Card,2024-01-05 07:00:00,2024-01-05 07:00:00
ORD-00218,CUST-0198,STR-008,DELIVERED,Debit Card,2024-01-09 18:00:00,2024-01-09 18:00:00
ORD-00219,CUST-0147,STR-004,PROCESSING,Cash,2024-01-12 12:00:00,2024-01-12 12:00:00
ORD-00220,CUST-0023,STR-007,RETURNED,Cash,2024-01-27 15:00:00,2024-01-27 15:00:00
ORD-00221,CUST-0094,STR-007,PROCESSING,UPI,2024-01-14 08:00:00,2024-01-14 08:00:00
ORD-00222,CUST-0131,STR-002,COMPLETED,UPI,2024-01-28 08:00:00,2024-01-28 08:00:00
ORD-00223,CUST-0103,STR-010,RETURNED,Debit Card,2024-01-28 17:00:00,2024-01-28 17:00:00
ORD-00224,CUST-0045,STR-002,COMPLETED,Cash,2024-02-08 01:00:00,2024-02-08 01:00:00
ORD-00225,CUST-0098,STR-006,COMPLETED,Credit Card,2024-02-03 06:00:00,2024-02-03 06:00:00
ORD-00226,CUST-0170,STR-003,PROCESSING,PayPal,2024-01-31 03:00:00,2024-01-31 03:00:00
ORD-00227,CUST-0089,STR-002,RETURNED,Cash,2024-02-08 10:00:00,2024-02-08 10:00:00
ORD-00228,CUST-0104,STR-007,DELIVERED,Debit Card,2024-01-30 03:00:00,2024-01-30 03:00:00
ORD-00229,CUST-0035,STR-002,CANCELLED,PayPal,2024-01-11 06:00:00,2024-01-11 06:00:00
ORD-00230,CUST-0128,STR-004,CANCELLED,Cash,2024-02-03 18:00:00,2024-02-03 18:00:00
ORD-00231,CUST-0188,STR-009,RETURNED,Credit Card,2024-01-20 00:00:00,2024-01-20 00:00:00
ORD-00232,CUST-0157,STR-001,COMPLETED,PayPal,2024-01-24 03:00:00,2024-01-24 03:00:00
ORD-00233,CUST-0187,STR-010,CANCELLED,Cash,2024-01-18 11:00:00,2024-01-18 11:00:00
ORD-00234,CUST-0125,STR-002,COMPLETED,UPI,2024-01-11 02:00:00,2024-01-11 02:00:00
ORD-00235,CUST-0152,STR-003,DELIVERED,UPI,2024-01-30 21:00:00,2024-01-30 21:00:00
ORD-00236,CUST-0040,STR-008,DELIVERED,PayPal,2024-01-28 22:00:00,2024-01-28 22:00:00
ORD-00237,CUST-0043,STR-008,PROCESSING,PayPal,2024-01-28 01:00:00,2024-01-28 01:00:00
ORD-00238,CUST-0004,STR-005,PROCESSING,Cash,2024-01-30 22:00:00,2024-01-30 22:00:00
ORD-00239,CUST-0111,STR-010,PROCESSING,UPI,2024-01-19 20:00:00,2024-01-19 20:00:00
ORD-00240,CUST-0198,STR-004,RETURNED,UPI,2024-02-08 16:00:00,2024-02-08 16:00:00
ORD-00241,CUST-0090,STR-004,DELIVERED,Credit Card,2024-01-20 18:00:00,2024-01-20 18:00:00
ORD-00242,CUST-0056,STR-010,COMPLETED,Credit Card,2024-01-10 08:00:00,2024-01-10 08:00:00
ORD-00243,CUST-0065,STR-005,COMPLETED,PayPal,2024-02-01 07:00:00,2024-02-01 07:00:00
ORD-00244,CUST-0016,STR-007,COMPLETED,UPI,2024-01-26 20:00:00,2024-01-26 20:00:00
ORD-00245,CUST-0139,STR-007,COMPLETED,PayPal,2024-01-16 05:00:00,2024-01-16 05:00:00
