item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,updated_at,_ingest_timestamp,_source_file,_source_system,_batch_id
ITM-000052,ORD-00027,PROD-0012,1,564.68,46.83,41.43,2024-01-05 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000053,ORD-00027,PROD-0059,4,65.98,8.89,20.4,2024-01-05 01:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000054,ORD-00028,PROD-0008,5,308.14,155.61,110.81,2024-01-22 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000055,ORD-00028,PROD-0004,2,787.13,52.7,121.72,2024-01-22 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000056,ORD-00028,PROD-0034,1,266.5,38.14,18.27,2024-01-22 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000057,ORD-00029,PROD-0001,3,32.3,2.92,7.52,2024-01-20 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000058,ORD-00029,PROD-0037,3,603.32,200.79,128.73,2024-01-20 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000059,ORD-00029,PROD-0016,4,666.37,147.24,201.46,2024-01-20 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000060,ORD-00029,PROD-0032,2,56.77,12.47,8.09,2024-01-20 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000061,ORD-00030,PROD-0035,3,393.28,112.55,85.38,2024-01-11 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000062,ORD-00030,PROD-0045,1,443.87,63.32,30.44,2024-01-11 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000063,ORD-00031,PROD-0027,4,310.4,179.01,85.01,2024-01-21 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000064,ORD-00031,PROD-0010,3,133.78,5.6,31.66,2024-01-21 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000065,ORD-00032,PROD-0033,2,339.92,64.98,49.19,2024-01-26 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000066,ORD-00033,PROD-0016,3,666.37,78.26,153.67,2024-02-09 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000067,ORD-00033,PROD-0021,4,704.47,296.18,201.74,2024-02-09 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000068,ORD-00034,PROD-0013,2,702.72,164.42,99.28,2024-01-23 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000069,ORD-00035,PROD-0021,4,704.47,51.03,221.35,2024-01-11 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000070,ORD-00035,PROD-0050,2,165.94,22.5,24.75,2024-01-11 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000071,ORD-00035,PROD-0055,1,425.29,5.77,33.56,2024-01-11 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000072,ORD-00035,PROD-0020,5,446.28,13.5,177.43,2024-01-11 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000073,ORD-00036,PROD-0033,1,339.92,34.53,24.43,2024-01-08 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000074,ORD-00036,PROD-0012,1,564.68,80.64,38.72,2024-01-08 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000075,ORD-00036,PROD-0036,5,428.31,80.26,164.9,2024-01-08 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000076,ORD-00036,PROD-0052,2,502.79,18.32,78.98,2024-01-08 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000077,ORD-00037,PROD-0059,1,65.98,0.22,5.26,2024-01-26 07:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000078,ORD-00037,PROD-0005,2,377.85,102.3,52.27,2024-01-26 07:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000079,ORD-00037,PROD-0029,2,323.43,8.92,51.04,2024-01-26 07:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000080,ORD-00038,PROD-0053,4,573.78,170.8,169.95,2024-01-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000081,ORD-00038,PROD-0025,4,542.08,56.21,168.97,2024-01-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000082,ORD-00038,PROD-0014,2,106.8,8.81,16.38,2024-01-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000083,ORD-00038,PROD-0029,2,323.43,3.36,51.48,2024-01-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000084,ORD-00039,PROD-0057,5,666.33,239.39,247.38,2024-01-18 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000085,ORD-00039,PROD-0006,3,107.73,18.57,24.37,2024-01-18 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000086,ORD-00039,PROD-0027,2,310.4,59.84,44.88,2024-01-18 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000087,ORD-00039,PROD-0052,5,502.79,93.95,193.6,2024-01-18 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000088,ORD-00040,PROD-0023,5,689.9,259.95,255.16,2024-01-27 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000089,ORD-00040,PROD-0025,3,542.08,43.86,126.59,2024-01-27 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000090,ORD-00040,PROD-0021,5,704.47,115.72,272.53,2024-01-27 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000091,ORD-00040,PROD-0058,3,490.64,12.94,116.72,2024-01-27 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000092,ORD-00041,PROD-0016,2,666.37,53.28,102.36,2024-01-25 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000093,ORD-00042,PROD-0012,2,564.68,100.38,82.32,2024-01-17 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000094,ORD-00042,PROD-0052,3,502.79,206.79,104.13,2024-01-17 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000095,ORD-00043,PROD-0054,4,317.91,103.41,93.46,2024-02-08 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000096,ORD-00043,PROD-0003,1,219.21,1.85,17.39,2024-02-08 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000097,ORD-00044,PROD-0052,2,502.79,51.4,76.33,2024-02-01 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000098,ORD-00044,PROD-0012,3,564.68,15.13,134.31,2024-02-01 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000099,ORD-00045,PROD-0024,4,402.36,141.47,117.44,2024-01-11 13:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000100,ORD-00046,PROD-0012,5,564.68,293.73,202.37,2024-01-13 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000101,ORD-00046,PROD-0060,5,209.1,123.42,73.77,2024-01-13 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000102,ORD-00046,PROD-0015,5,150.54,91.96,52.86,2024-01-13 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000103,ORD-00047,PROD-0055,5,425.29,10.33,169.29,2024-01-20 14:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000104,ORD-00047,PROD-0059,5,65.98,10.93,25.52,2024-01-20 14:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000105,ORD-00047,PROD-0060,4,209.1,17.65,65.5,2024-01-20 14:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000106,ORD-00047,PROD-0016,3,666.37,294.58,136.36,2024-01-20 14:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000107,ORD-00048,PROD-0045,1,443.87,23.34,33.64,2024-01-30 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000108,ORD-00048,PROD-0051,1,470.26,50.82,33.56,2024-01-30 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000109,ORD-00049,PROD-0032,4,56.77,11.96,17.21,2024-01-31 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000110,ORD-00049,PROD-0025,1,542.08,67.39,37.98,2024-01-31 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000111,ORD-00049,PROD-0051,5,470.26,229.59,169.74,2024-01-31 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000112,ORD-00049,PROD-0044,2,113.49,5.54,17.72,2024-01-31 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000113,ORD-00050,PROD-0005,3,377.85,28.92,88.37,2024-01-20 10:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000114,ORD-00051,PROD-0046,1,168.98,10.93,12.64,2024-01-07 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000115,ORD-00051,PROD-0042,2,355.95,64.85,51.76,2024-01-07 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000116,ORD-00051,PROD-0028,2,532.55,8.56,84.52,2024-01-07 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000117,ORD-00051,PROD-0022,2,309.11,90.36,42.23,2024-01-07 03:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000118,ORD-00052,PROD-0007,1,59.89,3.53,4.51,2024-02-05 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000119,ORD-00052,PROD-0036,4,428.31,39.47,133.9,2024-02-05 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000120,ORD-00053,PROD-0013,1,702.72,2.71,56.0,2024-01-29 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000121,ORD-00053,PROD-0011,3,664.57,292.2,136.12,2024-01-29 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000122,ORD-00053,PROD-0031,1,469.43,21.71,35.82,2024-01-29 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000123,ORD-00053,PROD-0026,4,82.97,24.35,24.6,2024-01-29 12:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000124,ORD-00054,PROD-0024,4,402.36,89.18,121.62,2024-01-08 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000125,ORD-00054,PROD-0017,4,387.29,108.07,115.29,2024-01-08 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000126,ORD-00055,PROD-0052,5,502.79,156.11,188.63,2024-01-12 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000127,ORD-00055,PROD-0049,5,269.98,46.07,104.31,2024-01-12 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000128,ORD-00055,PROD-0004,4,787.13,386.51,220.96,2024-01-12 08:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000129,ORD-00056,PROD-0006,4,107.73,58.35,29.81,2024-02-02 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000130,ORD-00056,PROD-0033,5,339.92,229.56,117.6,2024-02-02 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000131,ORD-00056,PROD-0044,5,113.49,12.55,44.39,2024-02-02 04:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000132,ORD-00057,PROD-0028,1,532.55,78.95,36.29,2024-01-12 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000133,ORD-00058,PROD-0025,5,542.08,161.55,203.91,2024-02-09 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000134,ORD-00059,PROD-0008,4,308.14,27.67,96.39,2024-02-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000135,ORD-00059,PROD-0037,5,603.32,263.66,220.24,2024-02-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000136,ORD-00059,PROD-0007,1,59.89,5.05,4.39,2024-02-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000137,ORD-00059,PROD-0007,3,59.89,23.38,12.5,2024-02-05 00:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000138,ORD-00060,PROD-0003,2,219.21,18.11,33.62,2024-01-18 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000139,ORD-00060,PROD-0010,5,133.78,61.07,48.63,2024-01-18 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000140,ORD-00060,PROD-0045,4,443.87,10.33,141.21,2024-01-18 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000141,ORD-00060,PROD-0057,3,666.33,207.05,143.36,2024-01-18 22:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000142,ORD-00061,PROD-0020,3,446.28,169.27,93.57,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000143,ORD-00061,PROD-0055,1,425.29,62.04,29.06,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000144,ORD-00061,PROD-0015,2,150.54,13.57,23.0,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000145,ORD-00062,PROD-0013,4,702.72,89.13,217.74,2024-01-22 18:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000146,ORD-00063,PROD-0005,3,377.85,120.65,81.03,2024-02-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000147,ORD-00063,PROD-0026,2,82.97,19.43,11.72,2024-02-04 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000148,ORD-00064,PROD-0016,1,666.37,45.62,49.66,2024-01-03 15:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000149,ORD-00065,PROD-0041,1,308.67,31.54,22.17,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000150,ORD-00065,PROD-0016,3,666.37,146.57,148.2,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000151,ORD-00065,PROD-0029,2,323.43,93.2,44.29,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000152,ORD-00065,PROD-0031,5,469.43,194.11,172.24,2024-01-19 21:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000153,ORD-00066,PROD-0025,1,542.08,13.25,42.31,2024-01-19 09:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000154,ORD-00067,PROD-0042,4,355.95,109.62,105.13,2024-01-17 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000155,ORD-00067,PROD-0050,1,165.94,11.8,12.33,2024-01-17 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000156,ORD-00067,PROD-0012,5,564.68,339.17,198.74,2024-01-17 06:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000157,ORD-00068,PROD-0017,2,387.29,54.22,57.63,2024-01-19 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000158,ORD-00068,PROD-0044,5,113.49,70.16,39.78,2024-01-19 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000159,ORD-00068,PROD-0026,5,82.97,6.37,32.68,2024-01-19 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000160,ORD-00068,PROD-0033,3,339.92,85.88,74.71,2024-01-19 23:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000161,ORD-00069,PROD-0022,3,309.11,89.11,67.06,2024-01-20 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000162,ORD-00070,PROD-0058,1,490.64,59.28,34.51,2024-01-21 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000163,ORD-00070,PROD-0039,4,379.98,150.59,109.55,2024-01-21 16:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000164,ORD-00071,PROD-0025,1,542.08,47.41,39.57,2024-02-02 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000165,ORD-00071,PROD-0037,2,603.32,62.11,91.56,2024-02-02 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000166,ORD-00071,PROD-0046,2,168.98,34.79,24.25,2024-02-02 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
ITM-000167,ORD-00071,PROD-0041,4,308.67,167.89,85.34,2024-02-02 19:00:00,2026-08-13T19:21:33.493+05:30,order_items.csv,ERP,batch_01
